scientific_name,directive,annex,priority,listing_type,gbif_usage_key,gbif_species_key,match_type,matched_rank,kingdom,class,genus,alternative_name,source_celex,verbatim_entry
Sterna caspia,Birds,I,FALSE,taxon,5229221,2481236,EXACT,SPECIES,Animalia,Aves,Hydroprogne,,02009L0147-20190626,Sterna caspia
Sterna dougallii,Birds,I,FALSE,taxon,5229249,5229249,EXACT,SPECIES,Animalia,Aves,Sterna,,02009L0147-20190626,Sterna dougallii
Sterna hirundo,Birds,I,FALSE,taxon,9367409,9367409,EXACT,SPECIES,Animalia,Aves,Sterna,,02009L0147-20190626,Sterna hirundo
Sterna paradisaea,Birds,I,FALSE,taxon,5229230,5229230,EXACT,SPECIES,Animalia,Aves,Sterna,,02009L0147-20190626,Sterna paradisaea
Sterna sandvicensis,Birds,I,FALSE,taxon,5229223,2481240,EXACT,SPECIES,Animalia,Aves,Thalasseus,,02009L0147-20190626,Sterna sandvicensis
Strix nebulosa,Birds,I,FALSE,taxon,2497522,2497522,EXACT,SPECIES,Animalia,Aves,Strix,,02009L0147-20190626,Strix nebulosa
Strix uralensis,Birds,I,FALSE,taxon,2497509,2497509,EXACT,SPECIES,Animalia,Aves,Strix,,02009L0147-20190626,Strix uralensis
Surnia ulula,Birds,I,FALSE,taxon,2497894,2497894,EXACT,SPECIES,Animalia,Aves,Surnia,,02009L0147-20190626,Surnia ulula
Sylvia melanothorax,Birds,I,FALSE,taxon,2492953,2492953,EXACT,SPECIES,Animalia,Aves,Sylvia,,02009L0147-20190626,Sylvia melanothorax
Sylvia nisoria,Birds,I,FALSE,taxon,2492955,2492955,EXACT,SPECIES,Animalia,Aves,Sylvia,,02009L0147-20190626,Sylvia nisoria
Sylvia rueppelli,Birds,I,FALSE,taxon,2492947,6100917,EXACT,SPECIES,Animalia,Aves,Sylvia,,02009L0147-20190626,Sylvia rueppelli
Sylvia sarda,Birds,I,FALSE,taxon,2492965,2492965,EXACT,SPECIES,Animalia,Aves,Sylvia,,02009L0147-20190626,Sylvia sarda
Sylvia undata,Birds,I,FALSE,taxon,2492949,2492949,EXACT,SPECIES,Animalia,Aves,Sylvia,,02009L0147-20190626,Sylvia undata
Tadorna ferruginea,Birds,I,FALSE,taxon,2498015,2498015,EXACT,SPECIES,Animalia,Aves,Tadorna,,02009L0147-20190626,Tadorna ferruginea
Tetrao tetrix tetrix,Birds,I,FALSE,taxon,7340147,2473682,EXACT,SUBSPECIES,Animalia,Aves,Lyrurus,,02009L0147-20190626,Tetrao tetrix tetrix
Tetrao urogallus,Birds,I,FALSE,taxon,2473577,2473577,EXACT,SPECIES,Animalia,Aves,Tetrao,,02009L0147-20190626,Tetrao urogallus
Tetrax tetrax,Birds,I,FALSE,taxon,5228228,5228228,EXACT,SPECIES,Animalia,Aves,Tetrax,,02009L0147-20190626,Tetrax tetrax
Tringa glareola,Birds,I,FALSE,taxon,2481713,2481713,EXACT,SPECIES,Animalia,Aves,Tringa,,02009L0147-20190626,Tringa glareola
Troglodytes troglodytes fridariensis,Birds,I,FALSE,taxon,5739334,5231438,EXACT,SUBSPECIES,Animalia,Aves,Troglodytes,,02009L0147-20190626,Troglodytes troglodytes fridariensis
Turnix sylvatica,Birds,I,FALSE,taxon,2475001,2475001,VARIANT,SPECIES,Animalia,Aves,Turnix,,02009L0147-20190626,Turnix sylvatica
Uria aalge ibericus,Birds,I,FALSE,taxon,6486613,2481342,EXACT,SUBSPECIES,Animalia,Aves,Uria,,02009L0147-20190626,Uria aalge ibericus
Xenus cinereus,Birds,I,FALSE,taxon,2481703,2481703,EXACT,SPECIES,Animalia,Aves,Xenus,Tringa cinerea,02009L0147-20190626,Xenus cinereus (Tringa cinerea)
Alauda arvensis,Birds,II,FALSE,taxon,8077224,8077224,EXACT,SPECIES,Animalia,Aves,Alauda,,02009L0147-20190626,Alauda arvensis
Alectoris barbara,Birds,II,FALSE,taxon,2474045,2474045,EXACT,SPECIES,Animalia,Aves,Alectoris,,02009L0147-20190626,Alectoris barbara
Alectoris chukar,Birds,II,FALSE,taxon,2474029,2474029,EXACT,SPECIES,Animalia,Aves,Alectoris,,02009L0147-20190626,Alectoris chukar
Alectoris graeca,Birds,II,FALSE,taxon,2474055,2474055,EXACT,SPECIES,Animalia,Aves,Alectoris,,02009L0147-20190626,Alectoris graeca
Alectoris rufa,Birds,II,FALSE,taxon,2474051,2474051,EXACT,SPECIES,Animalia,Aves,Alectoris,,02009L0147-20190626,Alectoris rufa
Anas acuta,Birds,II,FALSE,taxon,2498112,2498112,EXACT,SPECIES,Animalia,Aves,Anas,,02009L0147-20190626,Anas acuta
Anas clypeata,Birds,II,FALSE,taxon,2498089,8332393,EXACT,SPECIES,Animalia,Aves,Spatula,,02009L0147-20190626,Anas clypeata
Anas crecca,Birds,II,FALSE,taxon,8214667,8214667,EXACT,SPECIES,Animalia,Aves,Anas,,02009L0147-20190626,Anas crecca
Anas penelope,Birds,II,FALSE,taxon,2498111,8000602,EXACT,SPECIES,Animalia,Aves,Mareca,,02009L0147-20190626,Anas penelope
Anas platyrhynchos,Birds,II,FALSE,taxon,9761484,9761484,EXACT,SPECIES,Animalia,Aves,Anas,,02009L0147-20190626,Anas platyrhynchos
Anas querquedula,Birds,II,FALSE,taxon,2498083,9274012,EXACT,SPECIES,Animalia,Aves,Spatula,,02009L0147-20190626,Anas querquedula
Anas strepera,Birds,II,FALSE,taxon,2498151,9362027,EXACT,SPECIES,Animalia,Aves,Mareca,,02009L0147-20190626,Anas strepera
Anser albifrons,Birds,II,FALSE,taxon,2498017,2498017,EXACT,SPECIES,Animalia,Aves,Anser,,02009L0147-20190626,Anser albifrons
Anser anser,Birds,II,FALSE,taxon,2498036,2498036,EXACT,SPECIES,Animalia,Aves,Anser,,02009L0147-20190626,Anser anser
Anser brachyrhynchus,Birds,II,FALSE,taxon,2498024,2498024,EXACT,SPECIES,Animalia,Aves,Anser,,02009L0147-20190626,Anser brachyrhynchus
Anser fabalis,Birds,II,FALSE,taxon,2498027,2498027,EXACT,SPECIES,Animalia,Aves,Anser,,02009L0147-20190626,Anser fabalis
Aythya ferina,Birds,II,FALSE,taxon,2498255,2498255,EXACT,SPECIES,Animalia,Aves,Aythya,,02009L0147-20190626,Aythya ferina
Aythya fuligula,Birds,II,FALSE,taxon,2498261,2498261,EXACT,SPECIES,Animalia,Aves,Aythya,,02009L0147-20190626,Aythya fuligula
Aythya marila,Birds,II,FALSE,taxon,2498265,2498265,EXACT,SPECIES,Animalia,Aves,Aythya,,02009L0147-20190626,Aythya marila
Bonasa bonasia,Birds,II,FALSE,taxon,2473671,2473663,EXACT,SPECIES,Animalia,Aves,Tetrastes,,02009L0147-20190626,Bonasa bonasia
Branta bernicla,Birds,II,FALSE,taxon,5232446,5232446,EXACT,SPECIES,Animalia,Aves,Branta,,02009L0147-20190626,Branta bernicla
Branta canadensis,Birds,II,FALSE,taxon,5232437,5232437,EXACT,SPECIES,Animalia,Aves,Branta,,02009L0147-20190626,Branta canadensis
Bucephala clangula,Birds,II,FALSE,taxon,2498326,2498326,EXACT,SPECIES,Animalia,Aves,Bucephala,,02009L0147-20190626,Bucephala clangula
Calidris canutus,Birds,II,FALSE,taxon,2481765,2481765,EXACT,SPECIES,Animalia,Aves,Calidris,,02009L0147-20190626,Calidris canutus
Clangula hyemalis,Birds,II,FALSE,taxon,2498273,2498273,EXACT,SPECIES,Animalia,Aves,Clangula,,02009L0147-20190626,Clangula hyemalis
Columba livia,Birds,II,FALSE,taxon,2495414,2495414,EXACT,SPECIES,Animalia,Aves,Columba,,02009L0147-20190626,Columba livia
Columba oenas,Birds,II,FALSE,taxon,2495471,2495471,EXACT,SPECIES,Animalia,Aves,Columba,,02009L0147-20190626,Columba oenas
Columba palumbus,Birds,II,FALSE,taxon,2495455,2495455,EXACT,SPECIES,Animalia,Aves,Columba,,02009L0147-20190626,Columba palumbus
Corvus corone,Birds,II,FALSE,taxon,9409796,9409796,EXACT,SPECIES,Animalia,Aves,Corvus,,02009L0147-20190626,Corvus corone
Corvus frugilegus,Birds,II,FALSE,taxon,2482513,2482513,EXACT,SPECIES,Animalia,Aves,Corvus,,02009L0147-20190626,Corvus frugilegus
Corvus monedula,Birds,II,FALSE,taxon,2482473,6100954,EXACT,SPECIES,Animalia,Aves,Coloeus,,02009L0147-20190626,Corvus monedula
Coturnix coturnix,Birds,II,FALSE,taxon,2474156,2474156,EXACT,SPECIES,Animalia,Aves,Coturnix,,02009L0147-20190626,Coturnix coturnix
Cygnus olor,Birds,II,FALSE,taxon,2498343,2498343,EXACT,SPECIES,Animalia,Aves,Cygnus,,02009L0147-20190626,Cygnus olor
Francolinus francolinus,Birds,II,FALSE,taxon,5227919,5227919,EXACT,SPECIES,Animalia,Aves,Francolinus,,02009L0147-20190626,Francolinus francolinus
Fulica atra,Birds,II,FALSE,taxon,2474377,2474377,EXACT,SPECIES,Animalia,Aves,Fulica,,02009L0147-20190626,Fulica atra
Gallinago gallinago,Birds,II,FALSE,taxon,2481819,2481819,EXACT,SPECIES,Animalia,Aves,Gallinago,,02009L0147-20190626,Gallinago gallinago
Gallinula chloropus,Birds,II,FALSE,taxon,5228199,5228199,EXACT,SPECIES,Animalia,Aves,Gallinula,,02009L0147-20190626,Gallinula chloropus
Garrulus glandarius,Birds,II,FALSE,taxon,5229493,5229493,EXACT,SPECIES,Animalia,Aves,Garrulus,,02009L0147-20190626,Garrulus glandarius
Haematopus ostralegus,Birds,II,FALSE,taxon,7788295,7788295,EXACT,SPECIES,Animalia,Aves,Haematopus,,02009L0147-20190626,Haematopus ostralegus
Lagopus lagopus hibernicus,Birds,II,FALSE,taxon,9039582,2473421,VARIANT,SUBSPECIES,Animalia,Aves,Lagopus,,02009L0147-20190626,Lagopus lagopus hibernicus
Lagopus lagopus lagopus,Birds,II,FALSE,taxon,7191034,2473421,EXACT,SUBSPECIES,Animalia,Aves,Lagopus,,02009L0147-20190626,Lagopus lagopus lagopus
Lagopus lagopus scoticus,Birds,II,FALSE,taxon,5227742,2473421,VARIANT,SUBSPECIES,Animalia,Aves,Lagopus,,02009L0147-20190626,Lagopus lagopus scoticus
Lagopus mutus,Birds,II,FALSE,taxon,5227679,5227679,VARIANT,SPECIES,Animalia,Aves,Lagopus,,02009L0147-20190626,Lagopus mutus
Larus argentatus,Birds,II,FALSE,taxon,2481139,2481139,EXACT,SPECIES,Animalia,Aves,Larus,,02009L0147-20190626,Larus argentatus
Larus cachinnans,Birds,II,FALSE,taxon,2481181,2481181,EXACT,SPECIES,Animalia,Aves,Larus,,02009L0147-20190626,Larus cachinnans
Larus canus,Birds,II,FALSE,taxon,7982160,7982160,EXACT,SPECIES,Animalia,Aves,Larus,,02009L0147-20190626,Larus canus
Larus fuscus,Birds,II,FALSE,taxon,2481174,2481174,EXACT,SPECIES,Animalia,Aves,Larus,,02009L0147-20190626,Larus fuscus
Larus marinus,Birds,II,FALSE,taxon,2481172,2481172,EXACT,SPECIES,Animalia,Aves,Larus,,02009L0147-20190626,Larus marinus
Larus ridibundus,Birds,II,FALSE,taxon,2481137,6065824,EXACT,SPECIES,Animalia,Aves,Chroicocephalus,,02009L0147-20190626,Larus ridibundus
Limosa lapponica,Birds,II,FALSE,taxon,2481681,2481681,EXACT,SPECIES,Animalia,Aves,Limosa,,02009L0147-20190626,Limosa lapponica
Limosa limosa,Birds,II,FALSE,taxon,2481685,2481685,EXACT,SPECIES,Animalia,Aves,Limosa,,02009L0147-20190626,Limosa limosa
Lymnocryptes minimus,Birds,II,FALSE,taxon,2481835,2481835,EXACT,SPECIES,Animalia,Aves,Lymnocryptes,,02009L0147-20190626,Lymnocryptes minimus
Melanitta fusca,Birds,II,FALSE,taxon,2498238,2498238,EXACT,SPECIES,Animalia,Aves,Melanitta,,02009L0147-20190626,Melanitta fusca
Melanitta nigra,Birds,II,FALSE,taxon,2498247,2498247,EXACT,SPECIES,Animalia,Aves,Melanitta,,02009L0147-20190626,Melanitta nigra
Meleagris gallopavo,Birds,II,FALSE,taxon,9606290,9606290,EXACT,SPECIES,Animalia,Aves,Meleagris,,02009L0147-20190626,Meleagris gallopavo
Mergus merganser,Birds,II,FALSE,taxon,9537647,9537647,EXACT,SPECIES,Animalia,Aves,Mergus,,02009L0147-20190626,Mergus merganser
Mergus serrator,Birds,II,FALSE,taxon,2498375,2498375,EXACT,SPECIES,Animalia,Aves,Mergus,,02009L0147-20190626,Mergus serrator
Netta rufina,Birds,II,FALSE,taxon,2498180,2498180,EXACT,SPECIES,Animalia,Aves,Netta,,02009L0147-20190626,Netta rufina
Numenius arquata,Birds,II,FALSE,taxon,2481792,2481792,EXACT,SPECIES,Animalia,Aves,Numenius,,02009L0147-20190626,Numenius arquata
Numenius phaeopus,Birds,II,FALSE,taxon,2481784,2481784,EXACT,SPECIES,Animalia,Aves,Numenius,,02009L0147-20190626,Numenius phaeopus
Perdix perdix,Birds,II,FALSE,taxon,2473958,2473958,EXACT,SPECIES,Animalia,Aves,Perdix,,02009L0147-20190626,Perdix perdix
Phasianus colchicus,Birds,II,FALSE,taxon,9752149,9752149,EXACT,SPECIES,Animalia,Aves,Phasianus,,02009L0147-20190626,Phasianus colchicus
Philomachus pugnax,Birds,II,FALSE,taxon,5229387,8250742,EXACT,SPECIES,Animalia,Aves,Calidris,,02009L0147-20190626,Philomachus pugnax
Pica pica,Birds,II,FALSE,taxon,5229490,5229490,EXACT,SPECIES,Animalia,Aves,Pica,,02009L0147-20190626,Pica pica
Pluvialis apricaria,Birds,II,FALSE,taxon,2480332,2480332,EXACT,SPECIES,Animalia,Aves,Pluvialis,,02009L0147-20190626,Pluvialis apricaria
Pluvialis squatarola,Birds,II,FALSE,taxon,2480327,2480327,EXACT,SPECIES,Animalia,Aves,Pluvialis,,02009L0147-20190626,Pluvialis squatarola
Rallus aquaticus,Birds,II,FALSE,taxon,2474831,2474831,EXACT,SPECIES,Animalia,Aves,Rallus,,02009L0147-20190626,Rallus aquaticus
Scolopax rusticola,Birds,II,FALSE,taxon,2481700,2481700,EXACT,SPECIES,Animalia,Aves,Scolopax,,02009L0147-20190626,Scolopax rusticola
Somateria mollissima,Birds,II,FALSE,taxon,2498352,2498352,EXACT,SPECIES,Animalia,Aves,Somateria,,02009L0147-20190626,Somateria mollissima
Streptopelia decaocto,Birds,II,FALSE,taxon,2495696,2495696,EXACT,SPECIES,Animalia,Aves,Streptopelia,,02009L0147-20190626,Streptopelia decaocto
Streptopelia turtur,Birds,II,FALSE,taxon,2495708,2495708,EXACT,SPECIES,Animalia,Aves,Streptopelia,,02009L0147-20190626,Streptopelia turtur
Sturnus vulgaris,Birds,II,FALSE,taxon,9809229,9809229,EXACT,SPECIES,Animalia,Aves,Sturnus,,02009L0147-20190626,Sturnus vulgaris
Tetrao tetrix,Birds,II,FALSE,taxon,8379871,2473682,EXACT,SPECIES,Animalia,Aves,Lyrurus,,02009L0147-20190626,Tetrao tetrix
Tetrao urogallus,Birds,II,FALSE,taxon,2473577,2473577,EXACT,SPECIES,Animalia,Aves,Tetrao,,02009L0147-20190626,Tetrao urogallus
Tringa erythropus,Birds,II,FALSE,taxon,2481725,2481725,EXACT,SPECIES,Animalia,Aves,Tringa,,02009L0147-20190626,Tringa erythropus
Tringa nebularia,Birds,II,FALSE,taxon,2481726,2481726,EXACT,SPECIES,Animalia,Aves,Tringa,,02009L0147-20190626,Tringa nebularia
Tringa totanus,Birds,II,FALSE,taxon,2481714,2481714,EXACT,SPECIES,Animalia,Aves,Tringa,,02009L0147-20190626,Tringa totanus
Turdus iliacus,Birds,II,FALSE,taxon,2490781,2490781,EXACT,SPECIES,Animalia,Aves,Turdus,,02009L0147-20190626,Turdus iliacus
Turdus merula,Birds,II,FALSE,taxon,2490719,2490719,EXACT,SPECIES,Animalia,Aves,Turdus,,02009L0147-20190626,Turdus merula
Turdus philomelos,Birds,II,FALSE,taxon,7901064,7901064,EXACT,SPECIES,Animalia,Aves,Turdus,,02009L0147-20190626,Turdus philomelos
Turdus pilaris,Birds,II,FALSE,taxon,2490737,2490737,EXACT,SPECIES,Animalia,Aves,Turdus,,02009L0147-20190626,Turdus pilaris
Turdus viscivorus,Birds,II,FALSE,taxon,2490774,2490774,EXACT,SPECIES,Animalia,Aves,Turdus,,02009L0147-20190626,Turdus viscivorus
Vanellus vanellus,Birds,II,FALSE,taxon,2480242,2480242,EXACT,SPECIES,Animalia,Aves,Vanellus,,02009L0147-20190626,Vanellus vanellus
Abies nebrodensis,Habitats,II,TRUE,taxon,2685577,2685577,EXACT,SPECIES,Plantae,Pinopsida,Abies,,01992L0043-20130701,* Abies nebrodensis
Acipenser naccarii,Habitats,II,TRUE,taxon,2402193,2402193,EXACT,SPECIES,Animalia,,Acipenser,,01992L0043-20130701,* Acipenser naccarii
Acipenser sturio,Habitats,II,TRUE,taxon,2402203,2402203,EXACT,SPECIES,Animalia,,Acipenser,,01992L0043-20130701,* Acipenser sturio
Aconitum firmum moravicum,Habitats,II,FALSE,taxon,3925422,7277348,EXACT,SUBSPECIES,Plantae,Magnoliopsida,Aconitum,,01992L0043-20130701,Aconitum firmum moravicum
Adenophora lilifolia,Habitats,II,FALSE,taxon,5604715,5604715,EXACT,SPECIES,Plantae,Magnoliopsida,Adenophora,,01992L0043-20130701,Adenophora lilifolia
Adonis distorta,Habitats,II,FALSE,taxon,5616499,5616499,EXACT,SPECIES,Plantae,Magnoliopsida,Adonis,,01992L0043-20130701,Adonis distorta
Aeonium gomeraense,Habitats,II,FALSE,taxon,4198135,4198135,VARIANT,SPECIES,Plantae,Magnoliopsida,Aeonium,,01992L0043-20130701,Aeonium gomeraense
Aeonium saundersii,Habitats,II,FALSE,taxon,4197651,4197651,EXACT,SPECIES,Plantae,Magnoliopsida,Aeonium,,01992L0043-20130701,Aeonium saundersii
Agathidium pulchellum,Habitats,II,FALSE,taxon,5747828,5747828,EXACT,SPECIES,Animalia,Insecta,Agathidium,,01992L0043-20130701,Agathidium pulchellum
Agriades glandon aquilo,Habitats,II,FALSE,taxon,6236775,1926054,VARIANT,SUBSPECIES,Animalia,Insecta,Agriades,,01992L0043-20130701,Agriades glandon aquilo
Agrimonia pilosa,Habitats,II,FALSE,taxon,3002003,3002003,EXACT,SPECIES,Plantae,Magnoliopsida,Agrimonia,,01992L0043-20130701,Agrimonia pilosa
Aichryson dumosum,Habitats,II,FALSE,taxon,4197241,4197241,EXACT,SPECIES,Plantae,Magnoliopsida,Aichryson,,01992L0043-20130701,Aichryson dumosum
Alburnus albidus,Habitats,II,FALSE,taxon,2362920,2362920,EXACT,SPECIES,Animalia,,Alburnus,Alburnus vulturius,01992L0043-20130701,Alburnus albidus (Alburnus vulturius)
Aldrovanda vesiculosa,Habitats,II,FALSE,taxon,3190715,3190715,EXACT,SPECIES,Plantae,Magnoliopsida,Aldrovanda,,01992L0043-20130701,Aldrovanda vesiculosa
Alisma wahlenbergii,Habitats,II,TRUE,taxon,2865134,2865134,EXACT,SPECIES,Plantae,Liliopsida,Alisma,,01992L0043-20130701,* Alisma wahlenbergii
Allium grosii,Habitats,II,FALSE,taxon,2855945,2855945,EXACT,SPECIES,Plantae,Liliopsida,Allium,,01992L0043-20130701,Allium grosii
Alopex lagopus,Habitats,II,TRUE,taxon,2434532,5219303,EXACT,SPECIES,Animalia,Mammalia,Vulpes,,01992L0043-20130701,* Alopex lagopus
Alosa,Habitats,II,FALSE,taxon,2412615,,EXACT,GENUS,Animalia,,Alosa,,01992L0043-20130701,Alosa
Alyssum pyrenaicum,Habitats,II,FALSE,taxon,,,HIGHERRANK,FAMILY,Plantae,Magnoliopsida,,,01992L0043-20130701,Alyssum pyrenaicum
Alytes muletensis,Habitats,II,TRUE,taxon,2426609,2426609,EXACT,SPECIES,Animalia,Amphibia,Alytes,,01992L0043-20130701,* Alytes muletensis
Ammi trifoliatum,Habitats,II,FALSE,taxon,3631681,3631681,EXACT,SPECIES,Plantae,Magnoliopsida,Ammi,,01992L0043-20130701,Ammi trifoliatum
Anacamptis urvilleana,Habitats,II,FALSE,taxon,2808337,2808330,EXACT,SPECIES,Plantae,Liliopsida,Anacamptis,,01992L0043-20130701,Anacamptis urvilleana
Anaecypris hispanica,Habitats,II,FALSE,taxon,2360380,2360380,EXACT,SPECIES,Animalia,,Anaecypris,,01992L0043-20130701,Anaecypris hispanica
Anagyris latifolia,Habitats,II,TRUE,taxon,3965840,3965840,EXACT,SPECIES,Plantae,Magnoliopsida,Anagyris,,01992L0043-20130701,* Anagyris latifolia
Anchusa crispa,Habitats,II,FALSE,taxon,8257208,8257208,EXACT,SPECIES,Plantae,Magnoliopsida,Anchusa,,01992L0043-20130701,Anchusa crispa
Androcymbium psammophilum,Habitats,II,TRUE,taxon,2740587,2740588,EXACT,SPECIES,Plantae,Liliopsida,Colchicum,,01992L0043-20130701,* Androcymbium psammophilum
Androcymbium rechingeri,Habitats,II,TRUE,taxon,2740521,2740522,EXACT,SPECIES,Plantae,Liliopsida,Colchicum,,01992L0043-20130701,* Androcymbium rechingeri
Androsace mathildae,Habitats,II,FALSE,taxon,4005922,4005922,EXACT,SPECIES,Plantae,Magnoliopsida,Androsace,,01992L0043-20130701,Androsace mathildae
Androsace pyrenaica,Habitats,II,FALSE,taxon,4005170,4005170,EXACT,SPECIES,Plantae,Magnoliopsida,Androsace,,01992L0043-20130701,Androsace pyrenaica
Andryala crithmifolia,Habitats,II,FALSE,taxon,3105531,3105531,EXACT,SPECIES,Plantae,Magnoliopsida,Andryala,,01992L0043-20130701,Andryala crithmifolia
Angelica heterocarpa,Habitats,II,TRUE,taxon,5928331,5928331,EXACT,SPECIES,Plantae,Magnoliopsida,Angelica,,01992L0043-20130701,* Angelica heterocarpa
Angelica palustris,Habitats,II,FALSE,taxon,5537570,3637114,EXACT,SPECIES,Plantae,Magnoliopsida,Ostericum,,01992L0043-20130701,Angelica palustris
Anisus vorticulus,Habitats,II,FALSE,taxon,4562143,4562143,EXACT,SPECIES,Animalia,Gastropoda,Anisus,,01992L0043-20130701,Anisus vorticulus
Anthemis glaberrima,Habitats,II,TRUE,taxon,3122645,3122645,EXACT,SPECIES,Plantae,Magnoliopsida,Anthemis,,01992L0043-20130701,* Anthemis glaberrima
Anthrenochernes stellae,Habitats,II,FALSE,taxon,2127372,2127372,EXACT,SPECIES,Animalia,Arachnida,Anthrenochernes,,01992L0043-20130701,Anthrenochernes stellae
Anthyllis hystrix,Habitats,II,FALSE,taxon,5352343,5352343,EXACT,SPECIES,Plantae,Magnoliopsida,Anthyllis,,01992L0043-20130701,Anthyllis hystrix
Anthyllis lemanniana,Habitats,II,FALSE,taxon,5352359,5352359,EXACT,SPECIES,Plantae,Magnoliopsida,Anthyllis,,01992L0043-20130701,Anthyllis lemanniana
Antirrhinum charidemi,Habitats,II,FALSE,taxon,3741143,3741143,EXACT,SPECIES,Plantae,Magnoliopsida,Antirrhinum,,01992L0043-20130701,Antirrhinum charidemi
Aphanius fasciatus,Habitats,II,FALSE,taxon,2348104,2348104,EXACT,SPECIES,Animalia,,Aphanius,,01992L0043-20130701,Aphanius fasciatus
Aphanius iberus,Habitats,II,FALSE,taxon,2348049,2348049,EXACT,SPECIES,Animalia,,Aphanius,,01992L0043-20130701,Aphanius iberus
Apium bermejoi,Habitats,II,TRUE,taxon,5539900,5831893,EXACT,SPECIES,Plantae,Magnoliopsida,Helosciadium,,01992L0043-20130701,* Apium bermejoi
Apium repens,Habitats,II,FALSE,taxon,7808195,7456091,EXACT,SPECIES,Plantae,Magnoliopsida,Helosciadium,,01992L0043-20130701,Apium repens
Apteromantis aptera,Habitats,II,FALSE,taxon,1405466,1405466,EXACT,SPECIES,Animalia,Insecta,Apteromantis,,01992L0043-20130701,Apteromantis aptera
Aquilegia bertolonii,Habitats,II,FALSE,taxon,3921309,3921309,EXACT,SPECIES,Plantae,Magnoliopsida,Aquilegia,,01992L0043-20130701,Aquilegia bertolonii
Aquilegia kitaibelii,Habitats,II,FALSE,taxon,3930521,3930521,EXACT,SPECIES,Plantae,Magnoliopsida,Aquilegia,,01992L0043-20130701,Aquilegia kitaibelii
Aquilegia pyrenaica cazorlensis,Habitats,II,TRUE,taxon,6710361,7527324,EXACT,SUBSPECIES,Plantae,Magnoliopsida,Aquilegia,,01992L0043-20130701,* Aquilegia pyrenaica cazorlensis
Arabis kennedyae,Habitats,II,TRUE,taxon,5375066,5375066,EXACT,SPECIES,Plantae,Magnoliopsida,Arabis,,01992L0043-20130701,* Arabis kennedyae
Arabis sadina,Habitats,II,FALSE,taxon,5375135,5375135,EXACT,SPECIES,Plantae,Magnoliopsida,Arabis,,01992L0043-20130701,Arabis sadina
Arabis scopoliana,Habitats,II,FALSE,taxon,5374899,5374899,EXACT,SPECIES,Plantae,Magnoliopsida,Arabis,,01992L0043-20130701,Arabis scopoliana
Aradus angularis,Habitats,II,FALSE,taxon,4485547,4485547,EXACT,SPECIES,Animalia,Insecta,Aradus,,01992L0043-20130701,Aradus angularis
Arceuthobium azoricum,Habitats,II,FALSE,taxon,4069218,4069218,EXACT,SPECIES,Plantae,Magnoliopsida,Arceuthobium,,01992L0043-20130701,Arceuthobium azoricum
Arctagrostis latifolia,Habitats,II,FALSE,taxon,2706312,2706312,EXACT,SPECIES,Plantae,Liliopsida,Arctagrostis,,01992L0043-20130701,Arctagrostis latifolia
Arctophila fulva,Habitats,II,FALSE,taxon,5290140,12266378,EXACT,SPECIES,Plantae,Liliopsida,Dupontia,,01992L0043-20130701,Arctophila fulva
Arenaria ciliata pseudofrigida,Habitats,II,FALSE,taxon,3814073,5384492,EXACT,SUBSPECIES,Plantae,Magnoliopsida,Arenaria,,01992L0043-20130701,Arenaria ciliata pseudofrigida
Arenaria humifusa,Habitats,II,FALSE,taxon,7529713,7529713,EXACT,SPECIES,Plantae,Magnoliopsida,Arenaria,,01992L0043-20130701,Arenaria humifusa
Arenaria nevadensis,Habitats,II,TRUE,taxon,5585118,5585118,EXACT,SPECIES,Plantae,Magnoliopsida,Arenaria,,01992L0043-20130701,* Arenaria nevadensis
Arenaria provincialis,Habitats,II,FALSE,taxon,5584607,5584607,EXACT,SPECIES,Plantae,Magnoliopsida,Arenaria,,01992L0043-20130701,Arenaria provincialis
Argyranthemum lidii,Habitats,II,TRUE,taxon,3104499,3104499,EXACT,SPECIES,Plantae,Magnoliopsida,Argyranthemum,,01992L0043-20130701,* Argyranthemum lidii
Argyranthemum thalassophylum,Habitats,II,FALSE,taxon,3104525,3104525,VARIANT,SPECIES,Plantae,Magnoliopsida,Argyranthemum,,01992L0043-20130701,Argyranthemum thalassophylum
Argyranthemum winterii,Habitats,II,FALSE,taxon,3104470,3104470,VARIANT,SPECIES,Plantae,Magnoliopsida,Argyranthemum,,01992L0043-20130701,Argyranthemum winterii
